Frame,Object ID,Class,Confidence,Bounding Box
160.0,160.0_25,car,0.855995774269104,"[620, 179, 48, 23]"
160.0,160.0_32,car,0.8444278836250305,"[379, 197, 35, 35]"
160.0,160.0_19,car,0.8149969577789307,"[447, 171, 28, 21]"
160.0,160.0_14,car,0.7682430148124695,"[410, 154, 22, 14]"
160.0,160.0_26,car,0.7498448491096497,"[383, 184, 40, 30]"
160.0,160.0_17,car,0.5312740206718445,"[618, 162, 30, 16]"
160.0,160.0_22,car,0.5149219036102295,"[388, 181, 36, 14]"
170.0,170.0_7,car,0.996886670589447,"[482, 290, 71, 62]"
170.0,170.0_11,car,0.9966185688972473,"[259, 365, 100, 105]"
170.0,170.0_5,car,0.9929118752479553,"[192, 290, 83, 62]"
170.0,170.0_1,car,0.9927089214324951,"[354, 238, 59, 46]"
170.0,170.0_28,car,0.9898911714553833,"[332, 183, 31, 26]"
170.0,170.0_33,car,0.942948043346405,"[375, 197, 41, 41]"
170.0,170.0_24,car,0.9218661785125732,"[616, 175, 40, 22]"
170.0,170.0_17,car,0.8413379788398743,"[442, 168, 31, 26]"
170.0,170.0_14,car,0.785327136516571,"[410, 154, 21, 14]"
170.0,170.0_29,car,0.6779547333717346,"[381, 185, 41, 26]"
170.0,170.0_13,car,0.5631742477416992,"[423, 145, 21, 12]"
180.0,180.0_8,car,0.996652364730835,"[500, 320, 86, 75]"
180.0,180.0_11,car,0.9964636564254761,"[235, 403, 113, 74]"
180.0,180.0_3,car,0.9963266253471375,"[174, 309, 93, 72]"
180.0,180.0_1,car,0.9937899112701416,"[346, 256, 62, 46]"
180.0,180.0_30,car,0.9917475581169128,"[321, 187, 37, 28]"
180.0,180.0_27,car,0.9525188207626343,"[443, 176, 33, 22]"
180.0,180.0_36,car,0.9214980006217957,"[371, 215, 42, 36]"
180.0,180.0_21,car,0.9096148014068604,"[409, 154, 21, 14]"
180.0,180.0_32,car,0.6428610682487488,"[382, 185, 37, 23]"
180.0,180.0_16,car,0.5605932474136353,"[423, 136, 20, 11]"
180.0,180.0_20,car,0.5566719770431519,"[278, 153, 25, 19]"
180.0,180.0_17,car,0.5505029559135437,"[424, 146, 19, 12]"
190.0,190.0_1,car,0.9982779622077942,"[334, 261, 69, 60]"
190.0,190.0_28,car,0.9920317530632019,"[310, 192, 41, 31]"
190.0,190.0_5,car,0.9908468723297119,"[141, 340, 105, 80]"
190.0,190.0_24,car,0.9782708883285522,"[444, 174, 32, 29]"
190.0,190.0_15,car,0.9717440009117126,"[528, 362, 106, 92]"
190.0,190.0_31,car,0.9064867496490479,"[370, 213, 43, 48]"
190.0,190.0_30,car,0.8331443071365356,"[378, 191, 39, 31]"
190.0,190.0_21,car,0.766682505607605,"[408, 154, 22, 15]"
190.0,190.0_18,car,0.7499723434448242,"[423, 144, 20, 13]"
190.0,190.0_17,car,0.6309970617294312,"[421, 135, 21, 13]"
190.0,190.0_22,car,0.5713592767715454,"[393, 173, 27, 16]"
200.0,200.0_4,car,0.9981822967529297,"[315, 283, 86, 66]"
200.0,200.0_30,car,0.9763191342353821,"[294, 200, 45, 35]"
200.0,200.0_28,car,0.9739555716514587,"[444, 182, 33, 28]"
200.0,200.0_32,car,0.9204524755477905,"[370, 219, 44, 52]"
200.0,200.0_26,car,0.8161018490791321,"[383, 182, 35, 29]"
200.0,200.0_18,car,0.7785339951515198,"[404, 155, 23, 16]"
200.0,200.0_15,car,0.7518114447593689,"[420, 144, 23, 14]"
200.0,200.0_19,car,0.6755455136299133,"[445, 154, 22, 14]"
200.0,200.0_21,car,0.6233121752738953,"[664, 161, 29, 26]"
200.0,200.0_13,car,0.6143866181373596,"[421, 135, 21, 13]"
200.0,200.0_12,car,0.5558406710624695,"[423, 128, 20, 13]"
200.0,200.0_14,car,0.5064043402671814,"[452, 136, 22, 13]"
210.0,210.0_4,car,0.9983462691307068,"[299, 304, 89, 77]"
210.0,210.0_28,car,0.990769624710083,"[280, 210, 48, 38]"
210.0,210.0_24,car,0.9680739641189575,"[441, 180, 37, 38]"
210.0,210.0_19,car,0.9551112651824951,"[651, 156, 39, 25]"
210.0,210.0_17,car,0.9253605008125305,"[400, 160, 25, 16]"
210.0,210.0_0,car,0.9129851460456848,"[365, 221, 52, 62]"
210.0,210.0_27,car,0.8440940976142883,"[378, 200, 38, 30]"
210.0,210.0_22,car,0.791942834854126,"[383, 183, 35, 27]"
210.0,210.0_16,car,0.7360110878944397,"[445, 154, 23, 16]"
210.0,210.0_12,car,0.6748006343841553,"[420, 145, 22, 14]"
210.0,210.0_11,car,0.5942437648773193,"[420, 135, 22, 13]"
210.0,210.0_18,car,0.585858941078186,"[445, 162, 23, 15]"
220.0,220.0_8,car,0.9981765747070312,"[282, 333, 88, 97]"
220.0,220.0_18,car,0.9872002601623535,"[640, 151, 38, 26]"
220.0,220.0_3,car,0.9815567135810852,"[368, 238, 58, 65]"
220.0,220.0_27,car,0.9643663167953491,"[441, 185, 40, 40]"
220.0,220.0_34,car,0.9618895053863525,"[260, 223, 50, 39]"
220.0,220.0_23,car,0.8905305862426758,"[384, 186, 32, 27]"
220.0,220.0_31,car,0.8849983811378479,"[375, 205, 40, 39]"
220.0,220.0_13,car,0.7169691920280457,"[417, 144, 26, 16]"
220.0,220.0_16,car,0.6230282783508301,"[441, 153, 27, 18]"
220.0,220.0_20,car,0.5466676354408264,"[399, 160, 26, 18]"
220.0,220.0_17,car,0.5020873546600342,"[572, 152, 28, 15]"
230.0,230.0_6,car,0.9979706406593323,"[255, 366, 111, 108]"
230.0,230.0_5,car,0.9881255030632019,"[371, 263, 62, 68]"
230.0,230.0_22,car,0.9495459794998169,"[368, 214, 50, 40]"
230.0,230.0_10,car,0.9351686239242554,"[632, 148, 34, 23]"
230.0,230.0_21,car,0.930724561214447,"[443, 193, 40, 41]"
230.0,230.0_16,car,0.9049577713012695,"[382, 192, 31, 26]"
230.0,230.0_19,car,0.8836607933044434,"[636, 193, 55, 29]"
